time,d1_comms,d2_comms,d3_comms,archive_size
28.508860111236572,0,0,0,867
28.540167570114136,0,0,0,867
28.57181429862976,0,0,0,867
28.603076457977295,0,0,0,867
28.634416341781616,0,0,0,867
28.666184663772583,0,0,0,867
28.697540283203125,0,0,0,867
28.72882890701294,1,0,0,867
28.760257244110107,1,0,0,867
28.791610956192017,1,0,0,918
28.822867155075073,0,0,0,918
28.854095697402954,0,0,0,918
28.886110305786133,0,0,0,918
28.917238235473633,0,0,0,918
28.94859743118286,0,0,0,918
28.980552911758423,0,0,0,918
29.011770248413086,0,0,0,918
29.043048620224,0,0,0,918
29.074724674224854,0,0,0,918
29.106002807617188,0,0,0,918
29.13726782798767,0,0,0,918
29.168788194656372,0,0,0,918
29.200230598449707,0,0,0,918
29.232959747314453,0,0,0,918
29.26361632347107,0,0,0,918
29.294936656951904,0,0,0,918
29.326220750808716,0,0,0,918
29.357627391815186,0,0,0,918
29.389068603515625,0,0,0,918
29.420249938964844,0,0,0,918
29.45149040222168,0,0,0,918
29.4834988117218,0,0,0,918
29.514774560928345,0,0,0,918
29.54596757888794,0,0,0,918
29.577637195587158,0,0,0,918
29.608906984329224,0,0,0,918
29.640226364135742,0,0,0,918
29.67170548439026,0,0,0,918
29.70299506187439,0,0,0,918
29.734405755996704,0,0,0,918
29.766112565994263,0,0,0,918
29.797486543655396,0,0,0,918
29.82873272895813,0,0,0,918
29.859481811523438,0,0,0,918
29.89138889312744,0,0,0,918
29.92265248298645,0,0,0,918
29.953985691070557,0,0,0,918
29.98550009727478,0,0,0,918
30.016656398773193,0,0,0,918
30.047929286956787,0,0,0,918
30.07960343360901,0,0,0,918
30.110875606536865,0,0,0,918
30.142209768295288,0,0,0,918
30.173979997634888,0,0,0,918
30.20541548728943,0,0,0,918
30.23658561706543,0,0,0,918
30.26841402053833,0,0,0,918
30.299724102020264,0,0,0,918
30.331093311309814,0,0,0,918
30.362416744232178,0,0,0,918
30.393773555755615,0,0,0,918
30.42508029937744,0,0,0,918
30.456252336502075,0,0,0,918
30.488211154937744,0,0,0,918
30.519376277923584,0,0,0,918
30.55069923400879,0,0,0,918
30.582382678985596,0,0,0,918
30.61370849609375,0,0,0,918
30.645150899887085,0,0,0,918
30.676873922348022,0,0,0,918
30.70823383331299,0,0,0,918
30.7394700050354,0,0,0,918
30.771284341812134,0,0,0,918
30.802633047103882,0,0,0,918
30.833958387374878,0,0,0,918
30.865248203277588,0,0,0,918
30.89659309387207,0,0,0,918
30.92781090736389,0,0,0,918
30.959226846694946,0,0,0,918
30.991194248199463,0,0,0,918
31.022407293319702,0,0,0,918
31.053653240203857,0,0,0,918
31.085333347320557,0,0,0,918
31.116609811782837,0,0,0,918
31.14798069000244,0,0,0,918
31.17992329597473,0,0,0,918
31.21123170852661,0,0,0,918
31.242445945739746,0,0,0,918
31.274418115615845,0,0,0,918
31.30576252937317,0,0,0,918
31.337021827697754,0,0,0,918
31.368465900421143,0,0,0,918
31.39981698989868,0,0,0,918
31.431123971939087,0,0,0,918
31.462934255599976,0,0,0,918
31.494304418563843,0,0,0,918
31.525506496429443,0,0,0,918
31.55680537223816,0,0,0,918
31.588509798049927,0,0,0,918
31.61979079246521,0,0,0,918
31.6510488986969,0,0,0,918
31.68277597427368,0,0,0,918
31.71407961845398,0,0,0,918
31.745441436767578,0,0,0,918
31.777177810668945,0,0,0,918
31.808480262756348,0,0,0,918
31.839774131774902,0,0,0,918
31.87171697616577,0,0,0,918
31.903066635131836,0,0,0,918
31.93438220024109,0,0,0,918
31.965874671936035,0,0,0,918
31.997308492660522,0,1,0,918
32.02843880653381,0,1,0,918
32.05966567993164,0,1,0,969
32.091349601745605,0,0,0,969
32.12259769439697,0,0,0,969
32.153934478759766,0,0,0,969
32.18577718734741,0,0,0,969
32.21713590621948,0,0,0,969
32.24825596809387,0,0,0,969
32.2800989151001,0,0,0,969
32.31145453453064,0,0,0,969
32.34271955490112,0,0,0,969
32.37421798706055,0,0,0,969
32.40556311607361,0,0,0,969
32.43687200546265,0,0,0,969
32.468146324157715,0,0,0,969
32.49957275390625,0,0,0,969
32.530715227127075,0,0,0,969
32.56195282936096,0,0,0,969
32.59363150596619,0,0,0,969
32.62491059303284,0,0,0,969
32.656179904937744,0,0,0,969
32.688077211380005,0,0,0,969
32.71937918663025,0,0,0,969
32.7507164478302,0,0,0,969
32.78270602226257,0,0,0,969
32.81389331817627,0,0,0,969
32.84527015686035,0,0,0,969
32.87665033340454,0,0,0,969
32.908032178878784,0,0,0,969
32.93931722640991,0,0,0,969
32.971267223358154,0,0,0,969
33.0026113986969,0,0,0,969
33.03386735916138,0,0,0,969
33.06501221656799,0,0,0,969
33.09630560874939,0,0,0,969
33.12755250930786,0,0,0,969
33.15882682800293,0,0,0,969
33.19030785560608,0,0,0,969
33.221524238586426,0,0,0,969
33.25277662277222,0,0,0,969
33.28477621078491,0,0,0,969
33.316049098968506,0,0,0,969
33.34787201881409,0,0,0,969
33.379202365875244,0,0,0,969
33.41052961349487,0,0,0,969
33.441813945770264,0,0,0,969
33.47319579124451,0,0,0,969
33.50453972816467,0,0,1,969
33.53579068183899,0,0,1,969
33.56686615943909,0,0,1,969
33.598156452178955,0,0,1,1020
33.62949204444885,1,0,0,1020
33.66070795059204,1,0,0,1020
33.692654609680176,1,0,0,1072
33.7238655090332,0,0,0,1072
33.75509476661682,0,0,0,1072
33.78674578666687,0,0,0,1072
33.8179144859314,0,0,0,1072
33.84920644760132,0,0,0,1072
33.88098168373108,0,0,0,1072
33.91225576400757,0,0,0,1072
33.943652629852295,0,0,0,1072
33.97544860839844,0,0,0,1072
34.006882190704346,0,0,0,1072
34.03814911842346,0,0,0,1072
34.06966853141785,0,0,0,1072
34.10098075866699,0,0,0,1072
34.13221573829651,0,0,0,1072
34.16358041763306,0,0,0,1072
34.19546699523926,0,0,0,1072
34.226747035980225,0,0,0,1072
34.25818085670471,0,0,0,1072
34.28973078727722,0,0,0,1072
34.320969343185425,0,0,0,1072
